"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"106702" "11434" "IDA" "CC" "Acr" "chr15" "GO:0001669"
"106724" "68708" "IEA" "MF" "Rabl2" "chr15" "GO:0000166"
"106733" "100502796" NA NA "Gm19378" NA NA
"106734" "54526" "IDA" "MF" "Syt10" "chr15" "GO:0000149"
"106757" "380959" "IEA" "MF" "Alg10b" "chr15" "GO:0004583"
"106768" "100038621" "ND" "MF" "Gm10839" NA "GO:0003674"
"106771" "66871" "ND" "MF" "Cpne8" "chr15" "GO:0003674"
"106774" "20738" NA NA "Spn-ps" "chr15" NA
"106775" "16564" "IEA" "MF" "Kif21a" "chr15" "GO:0000166"
"106786" "635871" NA NA "Gm7167" NA NA
"106787" "26874" "ISO" "BP" "Abcd2" "chr15" "GO:0000038"
"106804" "545126" "ND" "MF" "CN725425" NA "GO:0003674"
"106807" "239606" "IEA" "MF" "Slc2a13" "chr15" "GO:0005215"
"106818" "66725" "ISO" "MF" "Lrrk2" "chr15" "GO:0000149"
"106990" "239611" "IGI" "BP" "Muc19" "chr15" "GO:0002244"
"106997" "223809" "ND" "MF" "Smgc" "chr15" "GO:0003674"
"107001" "12805" "IDA" "MF" "Cntn1" "chr15" "GO:0001948"
"107019" "239618" "ND" "CC" "Pdzrn4" "chr15" "GO:0005575"
"107020" "67740" NA NA "4930588J15Rik" NA NA
"107021" "223827" "ND" "CC" "Gxylt1" "chr15" "GO:0005575"
"107028" "67057" "IPI" "MF" "Yaf2" "chr15" "GO:0005515"
"107034" "67197" "IBA" "BP" "Zcrb1" "chr15" "GO:0000398"
"107046" "223828" "ISO" "MF" "Pphln1" "chr15" "GO:0003723"
"107056" "106042" "ISO" "BP" "Prickle1" "chr15" "GO:0001843"
"107075" "100502901" NA NA NA NA NA
"107076" "77248" NA NA "9430014N10Rik" "chr15" NA
"107077" "328594" "ND" "MF" "D630010B17Rik" "chr15" "GO:0003674"
"107080" "223838" "IDA" "MF" "Adamts20" "chr15" "GO:0004175"
"107099" "78895" "IBA" "BP" "Pus7l" "chr15" "GO:0001522"
"107106" "266632" "IEA" "MF" "Irak4" "chr15" "GO:0000166"
"107137" "19230" "IEA" "MF" "Twf1" "chr15" "GO:0003779"
"107160" "320709" "ND" "MF" "Tmem117" "chr15" "GO:0003674"
"107165" "100043315" NA NA "LOC100043315" "chr15" NA
"107166" "54003" "ISO" "MF" "Nell2" "chr15" "GO:0005080"
"107181" "223843" "ND" "CC" "Dbx2" "chr15" "GO:0005575"
"107183" "791370" "ND" "MF" "A130051J06Rik" NA "GO:0003674"
"107186" "105722" "IMP" "BP" "Ano6" "chr15" "GO:0002407"
"107246" "100502979" NA NA "Gm17546" NA NA
"107247" "402773" NA NA "D030018L15Rik" "chr15" NA
"107248" "100043335" NA NA "Gm4371" "chr15" NA
"107249" "70040" "ND" "MF" "2610037D02Rik" "chr15" "GO:0003674"
"107252" "319722" NA NA "E330033B04Rik" "chr15" NA
"107253" "77044" "IMP" "BP" "Arid2" "chr15" "GO:0003007"
"107268" "72193" "ISO" "BP" "Scaf11" "chr15" "GO:0000245"
"107276" "105727" "IDA" "CC" "Slc38a1" "chr15" "GO:0005886"
"107290" "67760" "ISO" "CC" "Slc38a2" "chr15" "GO:0005886"
"107308" "69354" "IBA" "BP" "Slc38a4" "chr15" "GO:0003333"
"107320" "105827" "ND" "MF" "Amigo2" "chr15" "GO:0003674"
"107334" "239647" "ND" "MF" "Pced1b" "chr15" "GO:0003674"
"107337" "71919" "ND" "MF" "Rpap3" "chr15" "GO:0003674"
"107340" "19011" "ISO" "MF" "Endou" "chr15" "GO:0003723"
"107353" "223864" "IEA" "MF" "Rapgef3" "chr15" "GO:0000166"
"107407" "100503050" NA NA "Rapgef3os2" NA NA
"107408" "67739" "IEA" "CC" "Slc48a1" "chr15" "GO:0005764"
"107419" "56233" "TAS" "CC" "Hdac7" "chr15" "GO:0000118"
"107457" "22337" "ISO" "BP" "Vdr" "chr15" "GO:0000122"
"107513" "380967" "ND" "MF" "Tmem106c" "chr15" "GO:0003674"
"107518" "12824" "ISO" "BP" "Col2a1" "chr15" "GO:0001501"
"107563" "223870" "IBA" "MF" "Senp1" "chr15" "GO:0004175"
"107586" "18642" "IEA" "MF" "Pfkm" "chr15" "GO:0000166"
"107632" "78541" "ND" "MF" "Asb8" "chr15" "GO:0003674"
"107636" "239650" "ND" "MF" "Ccdc184" "chr15" "GO:0003674"
"107639" "545140" "IBA" "MF" "Olfr288" "chr15" "GO:0004984"
"107647" "634104" "IBA" "MF" "Olfr287" "chr15" "GO:0004984"
"107655" "629524" "IBA" "MF" "Olfr286" "chr15" "GO:0004984"
"107663" "70069" "IEA" "MF" "H1fnt" "chr15" "GO:0000166"
"107676" "239652" "IBA" "MF" "Zfp641" "chr15" "GO:0000981"
"107687" "257943" "IBA" "MF" "Olfr285" "chr15" "GO:0004888"
"107695" "258278" "IBA" "MF" "Olfr284" "chr15" "GO:0004888"
"107703" "259038" "IBA" "MF" "Olfr283" "chr15" "GO:0004888"
"107711" "73302" NA NA "1700031M16Rik" "chr15" NA
"107712" "258449" "IBA" "MF" "Olfr282" "chr15" "GO:0004888"
"107720" "258277" "IBA" "MF" "Olfr281" "chr15" "GO:0004888"
"107728" "16770" "IEA" "MF" "Lalba" "chr15" "GO:0004461"
"107734" "258502" "ISA" "MF" "Olfr279" "chr15" "GO:0004984"
"107742" "69612" "ISO" "CC" "Kansl2" "chr15" "GO:0000123"
"107758" "100217417" "ND" "MF" "Snora34" "chr15" "GO:0003674"
"107761" "100503377" NA NA NA NA NA
"107762" "100217416" "ND" "MF" "Snora2b" "chr15" "GO:0003674"
"107765" "12455" "ISO" "MF" "Ccnt1" "chr15" "GO:0003677"
"107790" "100048895" NA NA "9330020H09Rik" "chr15" NA
"107791" "73863" "ND" "MF" "4930415O20Rik" "chr15" "GO:0003674"
"107794" "11512" "ISO" "MF" "Adcy6" "chr15" "GO:0000149"
"107839" "12297" "IEA" "MF" "Cacnb3" "chr15" "GO:0005244"
"107864" "74351" "IBA" "BP" "Ddx23" "chr15" "GO:0000375"
"107876" "223881" "IEA" "MF" "Rnd1" "chr15" "GO:0000166"
"107890" "105833" "ND" "MF" "Ccdc65" "chr15" "GO:0003674"
"107893" "66120" "IBA" "MF" "Fkbp11" "chr15" "GO:0003755"
"107900" "11842" "IEA" "MF" "Arf3" "chr15" "GO:0000166"
"107911" "22410" "IGI" "BP" "Wnt10b" "chr15" "GO:0000086"
"107967" "22408" "IMP" "BP" "Wnt1" "chr15" "GO:0000578"
"108057" "13199" "IBA" "MF" "Ddn" "chr15" "GO:0000978"
"108072" "100049164" "ND" "MF" "B130046B21Rik" NA "GO:0003674"
"108075" "19082" "IEA" "MF" "Prkag1" "chr15" "GO:0000166"
"108098" "381022" "IMP" "BP" "Kmt2d" "chr15" "GO:0001555"
"108122" "69159" "IEA" "MF" "Rhebl1" "chr15" "GO:0000166"
"108131" "13363" "IDA" "BP" "Dhh" "chr15" "GO:0001649"
"108152" "74775" "ND" "MF" "Lmbr1l" "chr15" "GO:0003674"
"108159" "100861967" NA NA NA NA NA
"108160" "100503512" NA NA NA NA NA
"108161" "22143" "IEA" "MF" "Tuba1b" "chr15" "GO:0000166"
"108177" "22142" "IEA" "MF" "Tuba1a" "chr15" "GO:0000166"
"108195" "75951" "ND" "MF" "4930578M01Rik" "chr15" "GO:0003674"
"108198" "22146" "IEA" "MF" "Tuba1c" "chr15" "GO:0000166"
"108212" "100503555" NA NA NA NA NA
"108213" "19132" "IDA" "CC" "Prph" "chr15" "GO:0001750"
"108231" "78733" "ND" "MF" "Troap" "chr15" "GO:0003674"
"108236" "239659" "IPI" "MF" "C1ql4" "chr15" "GO:0005515"
"108244" "72778" "ND" "CC" "Dnajc22" "chr15" "GO:0005575"
"108247" "72572" "ISO" "MF" "Spats2" "chr15" "GO:0003723"
"108251" "16512" "IEA" "MF" "Kcnh3" "chr15" "GO:0000155"
"108267" "51812" "ISO" "CC" "Mcrs1" "chr15" "GO:0000123"
"108297" "73600" NA NA "1700120C14Rik" "chr15" NA
"108298" "545136" "ND" "MF" "Fam186b" "chr15" "GO:0003674"
"108301" "54614" "IBA" "BP" "Prpf40b" "chr15" "GO:0000398"
"108308" "22379" "IEA" "BP" "Fmnl3" "chr15" "GO:0001525"
"108325" "110213" "ISO" "CC" "Tmbim6" "chr15" "GO:0005737"
"108357" "380969" "ISO" "BP" "Nckap5l" "chr15" "GO:0001578"
"108365" "75284" "ISO" "BP" "Bcdin3d" "chr15" "GO:0001510"
"108376" "72393" "IMP" "BP" "Faim2" "chr15" "GO:0002931"
"108398" "11827" "IMP" "BP" "Aqp2" "chr15" "GO:0003097"
"108445" "11830" "IEA" "MF" "Aqp5" "chr15" "GO:0005215"
"108466" "11831" "IEA" "MF" "Aqp6" "chr15" "GO:0005215"
"108479" "26934" "ISO" "BP" "Racgap1" "chr15" "GO:0000281"
"108520" "11419" "ISO" "MF" "Asic1" "chr15" "GO:0005216"
"108562" "83797" "ISO" "MF" "Smarcd1" "chr15" "GO:0003682"
"108578" "14555" "ISO" "MF" "Gpd1" "chr15" "GO:0004367"
"108604" "66379" "ND" "MF" "Cox14" "chr15" "GO:0003674"
"108610" "71949" "IEA" "MF" "Cers5" "chr15" "GO:0003677"
"108623" "65970" "ISO" "CC" "Lima1" "chr15" "GO:0001725"
"108641" "100042918" NA NA "Uqcrh-ps1" NA NA
"108642" "72277" NA NA "1700030F18Rik" "chr15" NA
"108643" "207214" "IEA" "MF" "Larp4" "chr15" "GO:0003676"
"108656" "70281" NA NA "2310068J16Rik" "chr15" NA
"108657" "239667" "ND" "MF" "Dip2b" "chr15" "GO:0003674"
"108665" "11908" "ISO" "MF" "Atf1" "chr15" "GO:0000977"
"108685" "75002" "IEA" "MF" "Tmprss12" "chr15" "GO:0004252"
"108692" "100503618" NA NA NA NA NA
"108693" "70152" "ISO" "CC" "Mettl7a1" "chr15" "GO:0005811"
"108695" "668178" NA NA "Mettl7a3" "chr15" NA
"108696" "393082" NA NA "Mettl7a2" "chr15" NA
"108697" "554292" "ND" "MF" "Methig1" "chr15" "GO:0003674"
"108700" "380975" "ND" "MF" "Higd1c" NA "GO:0003674"
"108705" "18174" "ISO" "BP" "Slc11a2" "chr15" "GO:0000041"
"108796" "432982" "ND" "MF" "Gm5475" "chr15" "GO:0003674"
"108799" "68614" "ND" "MF" "Letmd1" "chr15" "GO:0003674"
"108809" "207785" "IDA" "MF" "Csrnp2" "chr15" "GO:0001228"
"108821" "21422" "IEA" "MF" "Tfcp2" "chr15" "GO:0003677"
"108830" "19009" "IDA" "MF" "Pou6f1" "chr15" "GO:0000977"
"108840" "78445" "ND" "MF" "C330013E15Rik" "chr15" "GO:0003674"
"108843" "23994" "IPI" "MF" "Dazap2" "chr15" "GO:0005515"
"108850" "207818" "IBA" "MF" "Smagp" "chr15" "GO:0004872"
"108865" "109901" "IMP" "BP" "Cela1" "chr15" "GO:0000122"
"108887" "207839" "IDA" "MF" "Galnt6" "chr15" "GO:0004653"
"108896" "619313" NA NA "I730030J21Rik" "chr15" NA
"108897" "59033" "IEA" "MF" "Slc4a8" "chr15" "GO:0005215"
"108916" "20273" "IEA" "MF" "Scn8a" "chr15" "GO:0000166"
"108955" "668225" "IBA" "CC" "Fignl2" "chr15" "GO:0005634"
"108959" "208258" "IDA" "BP" "Ankrd33" "chr15" "GO:0000122"
"108965" "11482" "IEA" "MF" "Acvrl1" "chr15" "GO:0000166"
"109042" "11479" "ISO" "BP" "Acvr1b" "chr15" "GO:0000082"
"109097" "380977" "ND" "MF" "A330009N23Rik" "chr15" "GO:0003674"
"109100" "105968" NA NA "AU021063" "chr15" NA
"109101" "56149" "IPI" "MF" "Grasp" "chr15" "GO:0005515"
"109113" "15370" "IDA" "MF" "Nr4a1" "chr15" "GO:0001077"
"109156" "68118" "IBA" "BP" "Atg101" "chr15" "GO:0000045"
"109164" "77717" "ND" "MF" "6030408B16Rik" "chr15" "GO:0003674"
"109167" "74127" "IEA" "MF" "Krt80" "chr15" "GO:0005198"
"109172" "100316694" NA NA "Mir1941" "chr15" NA
"109173" "110310" "IEA" "MF" "Krt7" "chr15" "GO:0005198"
"109180" "406219" "ND" "MF" "Krt87" "chr15" "GO:0003674"
"109185" "66322" "ND" "MF" "Krt88" "chr15" "GO:0003674"
"109188" "64818" "ND" "MF" "Krt81" "chr15" "GO:0003674"
"109194" "16679" "IEA" "MF" "Krt86" "chr15" "GO:0005198"
"109199" "100126226" "ND" "MF" "Krt83" "chr15" "GO:0003674"
"109203" "574415" NA NA "Gm6042" "chr15" NA
"109204" "16680" "IEA" "MF" "Krt84" "chr15" "GO:0005198"
"109211" "114566" "IEA" "MF" "Krt82" "chr15" "GO:0005198"
"109215" "239673" "ND" "MF" "Krt90" "chr15" "GO:0003674"
"109218" "109052" "IMP" "BP" "Krt75" "chr15" "GO:0002244"
"109224" "432985" NA NA "Gm5476" "chr15" NA
"109225" "432986" NA NA "Gm5477" "chr15" NA
"109226" "406223" "ND" "MF" "Gm5414" "chr15" "GO:0003674"
"109228" "432987" NA NA "Gm5478" "chr15" NA
"109229" "16688" "IGI" "BP" "Krt6b" "chr15" "GO:0002009"
"109233" "16687" "IGI" "BP" "Krt6a" "chr15" "GO:0002009"
"109243" "110308" "IEA" "MF" "Krt5" "chr15" "GO:0005198"
"109255" "56735" "IEA" "MF" "Krt71" "chr15" "GO:0005198"
"109267" "406222" "ND" "MF" "Krt74" "chr15" "GO:0003674"
"109272" "105866" "IEA" "MF" "Krt72" "chr15" "GO:0005198"
"109276" "223915" "IEA" "MF" "Krt73" "chr15" "GO:0005198"
"109281" "16681" "IMP" "BP" "Krt2" "chr15" "GO:0003334"
"109288" "16678" "ISO" "CC" "Krt1" "chr15" "GO:0001533"
"109307" "406220" "IEA" "MF" "Krt77" "chr15" "GO:0005198"
"109312" "77055" "ND" "MF" "Krt76" "chr15" "GO:0003674"
"109321" "16682" "IEA" "MF" "Krt4" "chr15" "GO:0005198"
"109333" "223917" "IEA" "MF" "Krt79" "chr15" "GO:0005198"
"109338" "332131" "ND" "MF" "Krt78" "chr15" "GO:0003674"
"109342" "16691" "TAS" "BP" "Krt8" "chr15" "GO:0000904"
"109372" "16668" "ISO" "MF" "Krt18" "chr15" "GO:0003723"
"109396" "100862030" NA NA NA NA NA
"109397" "75705" "IBA" "BP" "Eif4b" "chr15" "GO:0001731"
"109412" "209039" "IMP" "BP" "Tns2" "chr15" "GO:0001822"
"109430" "223918" "ND" "MF" "Spryd3" "chr15" "GO:0003674"
"109433" "16012" "IEA" "BP" "Igfbp6" "chr15" "GO:0001558"
"109448" "223920" "ISO" "MF" "Soat2" "chr15" "GO:0000062"
"109471" "246277" "IEA" "MF" "Csad" "chr15" "GO:0003824"
"109481" "68744" "IEA" "MF" "Zfp740" "chr15" "GO:0003676"
"109487" "16421" "ISO" "BP" "Itgb7" "chr15" "GO:0003366"
"109506" "19411" "IDA" "BP" "Rarg" "chr15" "GO:0000122"
"109572" "106073" "ND" "MF" "Mfsd5" "chr15" "GO:0003674"
"109581" "105988" "ISO" "BP" "Espl1" "chr15" "GO:0000070"
"109599" "56612" "IEA" "CC" "Pfdn5" "chr15" "GO:0005634"
"109608" "60315" "ND" "MF" "Myg1" "chr15" "GO:0003674"
"109614" "223921" "ND" "MF" "Aaas" "chr15" "GO:0003674"
"109628" "170574" "IBA" "MF" "Sp7" "chr15" "GO:0000981"
"109647" "20683" "ISO" "CC" "Sp1" "chr15" "GO:0000790"
"109717" "110542" "IEA" "MF" "Amhr2" "chr15" "GO:0000166"
"109745" "66151" "ND" "MF" "Prr13" "chr15" "GO:0003674"
"109750" "18521" "IEA" "BP" "Pcbp2" "chr15" "GO:0002376"
"109773" "26404" "IBA" "BP" "Map3k12" "chr15" "GO:0000165"
"109800" "21357" "IEA" "MF" "Tarbp2" "chr15" "GO:0003723"
"109831" "54615" "ISO" "MF" "Npff" "chr15" "GO:0001664"
"109851" "223922" "ISO" "BP" "Atf7" "chr15" "GO:0000122"
"109859" "100043600" NA NA "Gm4544" NA NA
"109860" "67942" "IBA" "CC" "Atp5g2" "chr15" "GO:0000276"
"109874" "751542" NA NA "Mir688" "chr15" NA
"109875" "67488" "IDA" "CC" "Calcoco1" "chr15" "GO:0000790"
"109902" "15422" "IDA" "MF" "Hoxc13" "chr15" "GO:0001077"
"109916" "15421" "ND" "MF" "Hoxc12" "chr15" "GO:0003674"
"109925" "100503872" "IMP" "BP" "Hotair" "chr15" "GO:0001501"
"109934" "109663" "ISO" "MF" "Hoxc11" "chr15" "GO:0000978"
"109952" "209448" "ISO" "MF" "Hoxc10" "chr15" "GO:0000977"
"109969" "723958" "IDA" "BP" "Mir196a-2" "chr15" "GO:0006379"
"109975" "15427" "IEA" "MF" "Hoxc9" "chr15" "GO:0003677"
"109987" "15426" "IDA" "BP" "Hoxc8" "chr15" "GO:0000122"
"110002" "15425" "IEA" "MF" "Hoxc6" "chr15" "GO:0003677"
"110013" "15424" "IEA" "MF" "Hoxc5" "chr15" "GO:0003677"
"110024" "751557" "IDA" "BP" "Mir615" "chr15" "GO:0071241"
"110025" "15423" "IMP" "BP" "Hoxc4" "chr15" "GO:0001501"
"110038" "432989" "ND" "MF" "D930007P13Rik" "chr15" "GO:0003674"
"110041" "71726" "ISA" "MF" "Smug1" "chr15" "GO:0000702"
"110066" "12419" "IDA" "CC" "Cbx5" "chr15" "GO:0000118"
"110093" "15382" "IDA" "BP" "Hnrnpa1" "chr15" "GO:0000380"
"110105" "18022" "IBA" "MF" "Nfe2" "chr15" "GO:0000976"
"110126" "56447" "ND" "MF" "Copz1" "chr15" "GO:0003674"
"110139" "724064" "IDA" "BP" "Mir148b" "chr15" "GO:0071260"
"110140" "100862049" NA NA NA NA NA
"110141" "80910" "IEA" "MF" "Gpr84" "chr15" "GO:0004871"
"110153" "29813" "ISO" "CC" "Zfp385a" "chr15" "GO:0000790"
"110186" "16402" "ISO" "MF" "Itga5" "chr15" "GO:0005154"
"110225" "74174" "IDA" "CC" "Gtsf1" "chr15" "GO:0005737"
"110229" "223927" "ND" "MF" "BC048502" "chr15" "GO:0003674"
"110232" "105855" "IMP" "BP" "Nckap1l" "chr15" "GO:0001782"
"110271" "100503932" NA NA NA NA NA
"110272" "18574" "IMP" "BP" "Pde1b" "chr15" "GO:0001505"
"110298" "58200" "IEA" "MF" "Ppp1r1a" "chr15" "GO:0004864"
"110310" "14663" "IDA" "CC" "Glycam1" "chr15" "GO:0005576"
"110316" "20771" "ND" "MF" "Mucl1" "chr15" "GO:0003674"
"110319" "20770" "ND" "MF" "Mucl2" "chr15" "GO:0003674"
"110323" "258859" "IBA" "MF" "Olfr161" "chr16" "GO:0004984"
"110330" "54483" "IEA" "BP" "Mefv" "chr16" "GO:0002376"
"110353" "74120" "IDA" "MF" "Zfp263" "chr16" "GO:0003677"
"110355" "18312" "IEA" "MF" "Olfr15" "chr16" "GO:0004871"
"110370" "385674" "ISO" "BP" "Zfp174" "chr16" "GO:0000122"
"110381" "71063" "ND" "MF" "Zfp597" "chr16" "GO:0003674"
"110384" "74763" "ISO" "CC" "Naa60" "chr16" "GO:0000139"
"110401" "73261" "ND" "MF" "1700037C18Rik" "chr16" "GO:0003674"
"110404" "76779" "IMP" "BP" "Cluap1" "chr16" "GO:0001843"
"110425" "268857" "IEA" "MF" "Nlrc3" "chr16" "GO:0000166"
"110462" "52864" "IBA" "BP" "Slx4" "chr16" "GO:0000706"
"110496" "13419" "IEA" "MF" "Dnase1" "chr16" "GO:0003779"
"110508" "68015" "IEA" "MF" "Trap1" "chr16" "GO:0000166"
"110526" "12914" "ISO" "BP" "Crebbp" "chr16" "GO:0000122"
"110600" "76397" NA NA "4930455F16Rik" "chr16" NA
"110601" "436332" NA NA "Gm5766" "chr16" NA
"110602" "11515" "IEA" "MF" "Adcy9" "chr16" "GO:0000166"
"110625" "106393" "IMP" "BP" "Srl" "chr16" "GO:0002115"
"110629" "83383" "IDA" "MF" "Tfap4" "chr16" "GO:0000978"
"110665" "83396" "IMP" "BP" "Glis2" "chr16" "GO:0000122"
"110695" "66449" "ISO" "CC" "Pam16" "chr16" "GO:0001405"
"110710" "78885" "ISO" "MF" "Coro7" "chr16" "GO:0003779"
"110723" "246154" "IPI" "MF" "Vasn" "chr16" "GO:0005515"
"110739" "83945" "ISO" "BP" "Dnaja3" "chr16" "GO:0000122"
"110801" "67824" "ND" "MF" "Nmral1" "chr16" "GO:0003674"
"110805" "15369" "ISO" "BP" "Hmox2" "chr16" "GO:0001666"
"110822" "66626" "ISO" "CC" "Cdip1" "chr16" "GO:0005622"
"110827" "78809" "ND" "MF" "4930562C15Rik" "chr16" "GO:0003674"
"110830" "100169865" "ND" "MF" "Gm10914" NA "GO:0003674"
"110833" "207740" "ND" "MF" "Ubald1" "chr16" "GO:0003674"
"110836" "17237" "IDA" "BP" "Mgrn1" "chr16" "GO:0000209"
"110853" "100503704" NA NA "Gm16861" "chr16" NA
"110854" "66911" "ISO" "MF" "Nudt16l1" "chr16" "GO:0003723"
"110860" "72615" "IPI" "MF" "Anks3" "chr16" "GO:0005515"
"110863" "74684" "ND" "MF" "4930451G09Rik" "chr16" "GO:0003674"
"110866" "71089" "ISO" "MF" "Sept12" "chr16" "GO:0005525"
"110876" "432995" "ND" "MF" "Smim22" "chr16" "GO:0003674"
"110879" "66049" "ND" "MF" "Rogdi" "chr16" "GO:0003674"
"110888" "74022" "ISO" "CC" "Glyr1" "chr16" "GO:0000786"
"110901" "170644" "IEA" "MF" "Ubn1" "chr16" "GO:0003677"
"110913" "19041" "IPI" "MF" "Ppl" "chr16" "GO:0005515"
"110925" "665119" "ND" "MF" "Sec14l5" "chr16" "GO:0003674"
"110928" "27426" "IEA" "MF" "Nagpa" "chr16" "GO:0003944"
"110934" "239691" "IEA" "CC" "AU021092" "chr16" "GO:0005576"
"110940" "208211" "IBA" "MF" "Alg1" "chr16" "GO:0000030"
"110949" "70511" "ND" "CC" "Eef2kmt" "chr16" "GO:0005575"
"110956" "268859" "IMP" "BP" "Rbfox1" "chr16" "GO:0000381"
"110971" "68238" NA NA "1700123O21Rik" "chr16" NA
"110972" "74720" "ND" "MF" "Tmem114" "chr16" "GO:0003674"
"110979" "239706" "ND" "MF" "Mettl22" "chr16" "GO:0003674"
"110986" "268860" "ISO" "BP" "Abat" "chr16" "GO:0001666"
"111026" "100861674" NA NA NA NA NA
"111027" "66690" "ND" "MF" "Tmem186" "chr16" "GO:0003674"
"111033" "54128" "IBA" "MF" "Pmm2" "chr16" "GO:0004615"
"111045" "52502" "IDA" "CC" "Carhsp1" "chr16" "GO:0000177"
"111058" "436336" "ND" "MF" "Gm5767" NA "GO:0003674"
"111061" "252870" "IDA" "CC" "Usp7" "chr16" "GO:0001741"
"111099" "69053" "ND" "MF" "1810013L24Rik" "chr16" "GO:0003674"
"111102" "14811" "ISO" "BP" "Grin2a" "chr16" "GO:0001508"
"111201" "68172" "IBA" "MF" "Rpl39l" "chr16" "GO:0003723"
"111205" "75329" "ND" "MF" "Atf7ip2" "chr16" "GO:0003674"
"111210" "13731" "IDA" "BP" "Emp2" "chr16" "GO:0001765"
"111254" "70426" "ND" "MF" "Tekt5" "chr16" "GO:0003674"
"111262" "26425" "IEA" "MF" "Nubp1" "chr16" "GO:0000166"
"111283" "383103" "ND" "MF" "Tvp23a" "chr16" "GO:0003674"
"111287" "12265" "ISO" "BP" "Ciita" "chr16" "GO:0000122"
"111313" "58239" "ND" "MF" "Dexi" "chr16" "GO:0003674"
"111316" "74374" "IPI" "MF" "Clec16a" "chr16" "GO:0005515"
"111325" "100503866" NA NA "Gm15558" NA NA
"111326" "12703" "ISO" "CC" "Socs1" "chr16" "GO:0000932"
"111360" "21959" "IEA" "CC" "Tnp2" "chr16" "GO:0000786"
"111376" "19120" "IEA" "CC" "Prm3" "chr16" "GO:0000786"
"111386" "19119" "IEA" "CC" "Prm2" "chr16" "GO:0000786"
"111398" "19118" "IEA" "CC" "Prm1" "chr16" "GO:0000786"
"111410" "100503881" NA NA "Gm10343" NA NA
"111411" "223970" "ND" "MF" "Rmi2" "chr16" "GO:0003674"
"111418" "56722" "IMP" "BP" "Litaf" "chr16" "GO:0001817"
"111437" "100503907" NA NA "Gm19955" NA NA
"111438" "100043147" NA NA "Gm4262" "chr16" NA
"111439" "20621" "ISO" "CC" "Snn" "chr16" "GO:0005737"
"111447" "106200" "IBA" "MF" "Txndc11" "chr16" "GO:0003756"
"111454" "106205" "ISO" "MF" "Zc3h7a" "chr16" "GO:0003723"
"111457" "66409" "IBA" "BP" "Rsl1d1" "chr16" "GO:0000470"
"111473" "69918" "ND" "MF" "2610020C07Rik" "chr16" "GO:0003674"
"111476" "14852" "IEA" "MF" "Gspt1" "chr16" "GO:0000166"
"111487" "100316833" NA NA "Mir1945" "chr16" NA
"111488" "21935" "IEA" "BP" "Tnfrsf17" "chr16" "GO:0002250"
"111495" "74478" "ND" "MF" "Snx29" "chr16" "GO:0003674"
"111499" "223978" "ND" "MF" "Cpped1" "chr16" "GO:0003674"
"111508" "791359" "ND" "MF" "Gm9961" "chr16" "GO:0003674"
"111511" "72555" "IEA" "CC" "Shisa9" "chr16" "GO:0005886"
"111528" "622509" NA NA "Gm6327" NA NA
"111529" "75493" NA NA "1700003L19Rik" "chr16" NA
"111530" "50505" "IBA" "MF" "Ercc4" "chr16" "GO:0000014"
"111575" "239719" "IBA" "MF" "Mkl2" "chr16" "GO:0001105"
"111608" "100124432" "IDA" "BP" "Mir193b" "chr16" "GO:0007569"
"111610" "723899" "IDA" "BP" "Mir365-1" "chr16" "GO:0070482"
"111612" "70100" NA NA "2310015D24Rik" "chr16" NA
"111613" "74108" "IEA" "BP" "Parn" "chr16" "GO:0000184"
"111628" "67118" "ISO" "BP" "Bfar" "chr16" "GO:0000209"
"111644" "66598" NA NA NA "chr16" NA
"111645" "26565" "IMP" "MF" "Pla2g10" "chr16" "GO:0004620"
"111666" "76684" NA NA "Pla2g10os" "chr16" NA
"111667" "432999" "ND" "MF" "A930007A09Rik" NA "GO:0003674"
"111670" "106298" "IBA" "MF" "Rrn3" "chr16" "GO:0001042"
"111692" "18203" "IDA" "CC" "Ntan1" "chr16" "GO:0005634"
"111698" "94184" "IEA" "MF" "Pdxdc1" "chr16" "GO:0003824"
"111706" "93734" "ISO" "MF" "Mpv17l" "chr16" "GO:0005102"
"111719" "74482" "ND" "MF" "Ifitm7" "chr16" "GO:0003674"
"111722" "67254" "IPI" "MF" "2900011O08Rik" "chr16" "GO:0005515"
"111726" "223989" "ND" "MF" "Marf1" "chr16" "GO:0003674"
"111740" "723916" "IEP" "BP" "Mir484" "chr16" "GO:0060291"
"111742" "67203" "ISO" "BP" "Nde1" "chr16" "GO:0000132"
"111777" "17880" "IEA" "MF" "Myh11" "chr16" "GO:0000166"
"111795" "66086" "ND" "MF" "Fopnl" "chr16" "GO:0003674"
"111808" "17250" "IEA" "MF" "Abcc1" "chr16" "GO:0000166"
"111852" "545280" "ND" "MF" "A630010A05Rik" "chr16" "GO:0003674"
"111855" "20583" "ISO" "BP" "Snai2" "chr16" "GO:0000122"
"111923" "66793" "IEA" "MF" "Efcab1" "chr16" "GO:0005509"
"111927" "442816" NA NA "F830005K03Rik" NA NA
"111928" "632352" NA NA "Gm7085" NA NA
"111929" "70620" "ISO" "BP" "Ube2v2" "chr16" "GO:0000729"
"111947" "17217" "IEA" "MF" "Mcm4" "chr16" "GO:0000166"
"111965" "19090" "IEA" "MF" "Prkdc" "chr16" "GO:0000166"
"112037" "72083" "ND" "MF" "Mzt2" "chr16" "GO:0003674"
